metric,classifier,adjuster,dataset,column,value
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9079
ROC AUC,HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9389
Sensitivity (TPR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.9353
Specificity (TNR),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8652
MCC (Matthews Corr Coef),HistGradientBoosting,fastMNN,"Train on gse62944, Test on gse20194",meta_er_status,0.8056
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9388
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8815
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9531
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8385
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.751
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8674
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9647
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.944
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9719
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9595
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9636
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9586
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8781
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7528
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9329
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9379
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8831
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9523
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8349
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7585
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8664
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9649
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.955
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.971
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9643
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.978
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9614
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8605
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7342
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9216
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9352
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8686
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8285
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.729
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8663
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9657
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9466
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9699
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9607
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9722
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9587
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8606
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7078
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9291
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.937
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8737
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9535
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8335
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.74
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8696
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9648
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.956
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.969
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9595
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9599
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9587
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8711
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7424
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9354
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9379
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8894
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9501
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8351
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7755
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8581
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9661
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9622
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9691
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9631
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9797
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9603
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.864
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7558
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9144
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9273
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8563
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9454
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8057
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.702
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8454
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9653
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.953
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9704
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9595
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9673
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9584
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8329
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.6861
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9016
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.937
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8684
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8337
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7247
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8683
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9644
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9343
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9729
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9607
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9616
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9599
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8675
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7266
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9284
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9441
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9083
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8522
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8122
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8666
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9659
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9541
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.969
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9667
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9783
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9645
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8781
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8033
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9147
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.937
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8863
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9498
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8347
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7655
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8607
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9677
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.953
ROC AUC,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9738
Sensitivity (TPR),HistGradientBoosting,NPN,Combined,meta_er_status,0.9595
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9686
Sensitivity (TPR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9574
Specificity (TNR),HistGradientBoosting,NPN,Combined,meta_er_status,0.8713
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7565
Specificity (TNR),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9246
Accuracy,HistGradientBoosting,NPN,Combined,meta_er_status,0.9343
Accuracy,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.8591
Accuracy,HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined,meta_er_status,0.8262
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.7034
MCC (Matthews Corr Coef),HistGradientBoosting,NPN,Combined on gse62944,meta_er_status,0.8692
ROC AUC,HistGradientBoosting,NPN,Combined,meta_er_status,0.9669
ROC AUC,HistGradientBoosting,NPN,Combined on gse20194,meta_er_status,0.9481
